ids,comment_type,comment_text
157,2ПОС," Оплата товара, услуги, по карте 440563******2216, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 27.12.21 на сумму 2268(KZT), Терминал 20903613"
159,2ПОС," Оплата товара, услуги, по карте 446971******2619, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 28.12.21 на сумму 2155(KZT), Терминал 20903613"
160,2ПОС," Оплата товара, услуги, по карте 440043******9274, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 29.12.21 на сумму 645(KZT), Терминал 20903613"
161,2ПОС," Оплата товара, услуги, по карте 440043******9274, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 30.12.21 на сумму 670(KZT), Терминал 20903613"
162,2ПОС," Оплата товара, услуги, по карте 440043******0911, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 31.12.21 на сумму 5460(KZT), Терминал 20903613"
163,2ПОС," Оплата товара, услуги, по карте 445333******0139, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 01.01.22 на сумму 7300(KZT), Терминал 20903613"
164,2ПОС," Оплата товара, услуги, по карте 440043******3573, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 02.01.22 на сумму 2958.35(KZT), Терминал 20903613"
165,2ПОС," Оплата товара, услуги, по карте 440043******9682, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 03.01.22 на сумму 895(KZT), Терминал 20903613"
166,2ПОС," Оплата товара, услуги, по карте 440043******7378, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 04.01.22 на сумму 3120(KZT), Терминал 20903613"
170,2ПОС," Оплата товара, услуги, по карте 445045******7783, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 20.01.22 на сумму 1005(KZT), Терминал 20903613"
171,2ПОС," Оплата товара, услуги, по карте 445237******3157, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 21.01.22 на сумму 17527.8(KZT), Терминал 20903613"
172,2ПОС," Оплата товара, услуги, по карте 445045******8084, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 22.01.22 на сумму 5455(KZT), Терминал 20903613"
173,2ПОС," Оплата товара, услуги, по карте 404243******9409, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 23.01.22 на сумму 2070(KZT), Терминал 20903613"
174,2ПОС," Оплата товара, услуги, по карте 452490******8833, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 24.01.22 на сумму 3856.8(KZT), Терминал 20903613"
175,2ПОС," Оплата товара, услуги, по карте 490449******8481, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 25.01.22 на сумму 2420.5(KZT), Терминал 20903613"
176,2ПОС," Оплата товара, услуги, по карте 440043******3269, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 26.01.22 на сумму 1110(KZT), Терминал 20903613"
177,2ПОС," Оплата товара, услуги, по карте 440043******2920, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 27.01.22 на сумму 220(KZT), Терминал 20903613"
179,2ПОС," Оплата товара, услуги за 28,01,22 год"
180,2ПОС," Оплата товара, услуги, по карте 516949******8322, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 31.01.22 на сумму 3589.8(KZT), Терминал 20903613"
181,2ПОС," Оплата товара, услуги, по карте 479585******7864, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 01.02.22 на сумму 10840(KZT), Терминал 20903613"
182,2ПОС," Оплата товара, услуги, по карте 490472******4424, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 02.02.22 на сумму 1340(KZT), Терминал 20903613"
183,2ПОС," Оплата товара, услуги, по карте 452440******9111, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 03.02.22 на сумму 23384.25(KZT), Терминал 20903613"
184,2ПОС," Оплата товара, услуги, по карте 440043******1233, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 04.02.22 на сумму 5340(KZT), Терминал 20903613"
185,2ПОС," Оплата товара, услуги, по карте 440043******4225, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 05.02.22 на сумму 1420(KZT), Терминал 20903613"
186,2ПОС," Оплата товара, услуги, по карте 446971******6817, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 06.02.22 на сумму 995(KZT), Терминал 20903613"
188,2ПОС," Оплата товара, услуги, по карте 404932******0079, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 07.02.22 на сумму 10575(KZT), Терминал 20903613"
189,2ПОС," Оплата товара, услуги, по карте 445333******5815, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 08.02.22 на сумму 270(KZT), Терминал 20903613"
190,2ПОС," Оплата товара, услуги, по карте 426739******0002, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 09.02.22 на сумму 3424.5(KZT), Терминал 20903613"
191,2ПОС," Оплата товара, услуги, по карте 452490******8084, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 10.02.22 на сумму 695(KZT), Терминал 20903613"
192,2ПОС," Оплата товара, услуги, по карте 490472******4495, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 11.02.22 на сумму 10390(KZT), Терминал 20903613"
193,2ПОС," Оплата товара, услуги, по карте 451707******8109, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 12.02.22 на сумму 6041(KZT), Терминал 20903613"
194,2ПОС," Оплата товара, услуги, по карте 440563******9677, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 13.02.22 на сумму 1575(KZT), Терминал 20903613"
196,2ПОС," Оплата товара, услуги, по карте 516949******8587, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 15.02.22 на сумму 210(KZT), Терминал 20903613"
197,2ПОС," Оплата товара, услуги, по карте 516797******7945, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 16.02.22 на сумму 2580(KZT), Терминал 20903613"
198,2ПОС," Оплата товара, услуги, по карте 535650******1369, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 17.02.22 на сумму 15600(KZT), Терминал 20903613"
199,2ПОС," Оплата товара, услуги, по карте 550272******5175, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 18.02.22 на сумму 741(KZT), Терминал 20903613"
200,2ПОС," Оплата товара, услуги, по карте 552204******8836, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 19.02.22 на сумму 995(KZT), Терминал 20903613"
201,2ПОС," Оплата товара, услуги, по карте 516949******7533, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 20.02.22 на сумму 895(KZT), Терминал 20903613"
202,2ПОС," Оплата товара, услуги, по карте 440043******8911, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 21.02.22 на сумму 100(KZT), Терминал 20903613"
203,2ПОС," Оплата товара, услуги, по карте 440043******0183, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 22.02.22 на сумму 1875(KZT), Терминал 20903613"
204,2ПОС," Оплата товара, услуги, по карте 440563******1656, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 23.02.22 на сумму 2707.2(KZT), Терминал 20903613"
206,2ПОС," Оплата товара, услуги, по карте 440043******2059, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 24.02.22 на сумму 6320(KZT), Терминал 20903613"
207,2ПОС," Оплата товара, услуги, по карте 451708******8090, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 25.02.22 на сумму 1250(KZT), Терминал 20903613"
208,2ПОС," Оплата товара, услуги, по карте 440043******3363, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 26.02.22 на сумму 1295(KZT), Терминал 20903613"
209,2ПОС," Оплата товара, услуги, по карте 439088******7700, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 27.02.22 на сумму 1726.6(KZT), Терминал 20903613"
210,2ПОС," Оплата товара, услуги, по карте 452490******8084, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 28.02.22 на сумму 695(KZT), Терминал 20903613"
211,2ПОС," Оплата товара, услуги, по карте 452490******6198, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 01.03.22 на сумму 4240(KZT), Терминал 20903613"
212,2ПОС," Оплата товара, услуги, по карте 429439******3544, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 02.03.22 на сумму 3110(KZT), Терминал 20903613"
213,2ПОС," Оплата товара, услуги, по карте 452490******6198, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 03.03.22 на сумму 2670(KZT), Терминал 20903613"
214,2ПОС," Оплата товара, услуги, по карте 445045******5389, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 04.03.22 на сумму 1566(KZT), Терминал 20903613"
215,2ПОС," Оплата товара, услуги, по карте 404242******7086, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 05.03.22 на сумму 19060(KZT), Терминал 20903613"
216,2ПОС," Оплата товара, услуги, по карте 452042******1864, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 06.03.22 на сумму 990(KZT), Терминал 20903613"
217,2ПОС," Оплата товара, услуги, по карте 404243******9409, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 07.03.22 на сумму 3320(KZT), Терминал 20903613"
218,2ПОС," Оплата товара, услуги, по карте 452490******8566, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 08.03.22 на сумму 1320(KZT), Терминал 20903613"
219,2ПОС," Оплата товара, услуги, по карте 445333******5815, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 09.03.22 на сумму 280(KZT), Терминал 20903613"
220,2ПОС," Оплата товара, услуги, по карте 445333******5815, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 10.03.22 на сумму 915(KZT), Терминал 20903613"
221,2ПОС," Оплата товара, услуги, по карте 452042******1864, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 11.03.22 на сумму 5187(KZT), Терминал 20903613"
222,2ПОС," Оплата товара, услуги, по карте 440043******2059, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 12.03.22 на сумму 3845(KZT), Терминал 20903613"
223,2ПОС," Оплата товара, услуги, по карте 440043******4193, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 13.03.22 на сумму 3820.8(KZT), Терминал 20903613"
224,2ПОС," Оплата товара, услуги, по карте 440563******1293, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 14.03.22 на сумму 1020(KZT), Терминал 20903613"
225,2ПОС," Оплата товара, услуги, по карте 462282******6852, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 15.03.22 на сумму 10918(KZT), Терминал 20903613"
226,2ПОС," Оплата товара, услуги, по карте 445045******6260, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 16.03.22 на сумму 18636(KZT), Терминал 20903613"
227,2ПОС," Оплата товара, услуги, по карте 426904******5357, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 17.03.22 на сумму 1638(KZT), Терминал 20903613"
228,2ПОС," Оплата товара, услуги, по карте 445045******6260, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 18.03.22 на сумму 14298(KZT), Терминал 20903613"
229,2ПОС," Оплата товара, услуги, по карте 447726******7451, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 19.03.22 на сумму 1950(KZT), Терминал 20903613"
230,2ПОС," Оплата товара, услуги, по карте 445333******2489, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 21.03.22 на сумму 10898.75(KZT), Терминал 20903613"
231,2ПОС," 3ПОС Оплата товара, услуги, по карте 440043******5417, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 22.03.22 на сумму 4100(KZT), Терминал 20903613"
232,2ПОС," Оплата товара, услуги, по карте 516949******6084, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 23.03.22 на сумму 6422(KZT), Терминал 20903613"
233,2ПОС," Оплата товара, услуги, по карте 440043******5835, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 24.03.22 на сумму 2796.5(KZT), Терминал 20903613"
235,2ПОС," Оплата товара, услуги, по карте 445045******6260, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 25.03.22 на сумму 20367(KZT), Терминал 20903613"
236,2ПОС," Оплата товара, услуги, по карте 516949******5300, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 26.03.22 на сумму 5727(KZT), Терминал 20903613"
237,2ПОС," Оплата товара, услуги, по карте 515499******8713, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 27.03.22 на сумму 2500(KZT), Терминал 20903613"
238,2ПОС," Оплата товара, услуги, по карте 452490******1817, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 28.03.22 на сумму 1830(KZT), Терминал 20903613"
239,2ПОС," Оплата товара, услуги, по карте 440563******4968, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 29.03.22 на сумму 4290(KZT), Терминал 20903613"
240,2ПОС," Оплата товара, услуги, по карте 452490******8084, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 30.03.22 на сумму 670(KZT), Терминал 20903613"
241,2ПОС," Оплата товара, услуги, по карте 516797******7945, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 31.03.22 на сумму 4480(KZT), Терминал 20903613"
243,2ПОС," Оплата товара, услуги, по карте 440043******9678, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 01.04.22 на сумму 660(KZT), Терминал 20903613"
244,2ПОС," Оплата товара, услуги, по карте 440043******0763, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 02.04.22 на сумму 4005(KZT), Терминал 20903613"
245,2ПОС," Оплата товара, услуги, по карте 520928******5020, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 03.04.22 на сумму 7470(KZT), Терминал 20903613"
246,2ПОС," Оплата товара, услуги, по карте 440563******3987, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 04.04.22 на сумму 560(KZT), Терминал 20903613"
247,2ПОС," Оплата товара, услуги, по карте 440043******6211, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 05.04.22 на сумму 420(KZT), Терминал 20903613¶"
248,2ПОС," Оплата товара, услуги, по карте 440043******5478, BEERLIN,ST.BUHAR ZHYRAU, D.35,ALMATY,KZ, 06.04.22 на сумму 375(KZT), Терминал 20903613"
